id,university,prof_title,first_lesson,second_lesson,total_grant,full_kz,full_ru,full_en,shortened_kz,shortened_ru
,Қазақ-Орыс Халықаралық университеті,Құқықтану,Дүниежүзі тарихы,Адам. Қоғам. Кукык,38,29,9,0,0,45
,Қазақстан инжиниринг және Халықтар достығы педагогикалық университеті,Құқықтану,Дүниежүзі тарихы,Адам. Қоғам. Кукык,38,29,9,0,0,45
,КИМЭП университеті,Құқықтану,Дүниежүзі тарихы,Адам. Қоғам. Кукык,38,29,9,0,0,45
,Инновациялық Қазақстан университеті және телекоммуникациялық жүйелер,Құқықтану,Дүниежүзі тарихы,Адам. Қоғам. Кукык,38,29,9,0,0,45
,Қазақстан-Американдық еркін университеті,Құқықтану,Дүниежүзі тарихы,Адам. Қоғам. Кукык,38,29,9,0,0,45
,Қарағанды ​​мемлекеттік университеті,Құқықтану,Дүниежүзі тарихы,Адам. Қоғам. Кукык,38,29,9,0,0,45
,Каспий қоғамдық супермаркет,Құқықтану,Дүниежүзі тарихы,Адам. Қоғам. Кукык,38,29,9,0,0,45
,Ш.Уәлиханов атындағы Көкшетау мемлекеттік университеті,Құқықтану,Дүниежүзі тарихы,Адам. Қоғам. Кукык,38,29,9,0,0,45
,А. Мырзахметова атындағы Көкшетау университеті,Құқықтану,Дүниежүзі тарихы,Адам. Қоғам. Кукык,38,29,9,0,0,45
,А.Байтұрсынов атындағы Қостанай мемлекеттік университеті,Құқықтану,Дүниежүзі тарихы,Адам. Қоғам. Кукык,38,29,9,0,0,45
,Z.Aldamzhara атындағы Қостанай әлеуметтік-техникалық университеті,Құқықтану,Дүниежүзі тарихы,Адам. Қоғам. Кукык,38,29,9,0,0,45
,Маңғыстау гуманитарлық-техникалық университеті,Құқықтану,Дүниежүзі тарихы,Адам. Қоғам. Кукык,38,29,9,0,0,45
,Халықаралық білім беру корпорациясы,Құқықтану,Дүниежүзі тарихы,Адам. Қоғам. Кукык,38,29,9,0,0,45
,Халықаралық гуманитарлық-техникалық университеті,Құқықтану,Дүниежүзі тарихы,Адам. Қоғам. Кукык,38,29,9,0,0,45
,С. Торайғыров атындағы Павлодар мемлекеттік университеті,Құқықтану,Дүниежүзі тарихы,Адам. Қоғам. Кукык,38,29,9,0,0,45
,Аймақтық әлеуметтік-инновациялық университеті,Құқықтану,Дүниежүзі тарихы,Адам. Қоғам. Кукык,38,29,9,0,0,45
,М.Дулатов атындағы Тараз мемлекеттік университеті,Құқықтану,Дүниежүзі тарихы,Адам. Қоғам. Кукык,38,29,9,0,0,45
,Тараз инновациялық-гуманитарлық университеті,Құқықтану,Дүниежүзі тарихы,Адам. Қоғам. Кукык,38,29,9,0,0,45
,Университеті «Астана»,Құқықтану,Дүниежүзі тарихы,Адам. Қоғам. Кукык,38,29,9,0,0,45
,«Мирас» университеті,Құқықтану,Дүниежүзі тарихы,Адам. Қоғам. Кукык,38,29,9,0,0,45
,Университеті «Нархоз»,Құқықтану,Дүниежүзі тарихы,Адам. Қоғам. Кукык,38,29,9,0,0,45
,Университеті «Тұран-Астана»,Құқықтану,Дүниежүзі тарихы,Адам. Қоғам. Кукык,38,29,9,0,0,45
,«Тұран» университетінің,Құқықтану,Дүниежүзі тарихы,Адам. Қоғам. Кукык,38,29,9,0,0,45
,Сүлейман Демирел университетінің атауы,Құқықтану,Дүниежүзі тарихы,Адам. Қоғам. Кукык,38,29,9,0,0,45
,Орта-Азиялық Университеті,Құқықтану,Дүниежүзі тарихы,Адам. Қоғам. Кукык,38,29,9,0,0,45
,Орталық Қазақстан академиясы,Құқықтану,Дүниежүзі тарихы,Адам. Қоғам. Кукык,38,29,9,0,0,45
,Шымкент университеті,Құқықтану,Дүниежүзі тарихы,Адам. Қоғам. Кукык,38,29,9,0,0,45
,М.Әуезов атындағы Оңтүстік Қазақстан мемлекеттік университеті,Құқықтану,Дүниежүзі тарихы,Адам. Қоғам. Кукык,38,29,9,0,0,45
,М. Сапарбаев атындағы Оңтүстік Қазақстан гуманитарлық институты,Құқықтану,Дүниежүзі тарихы,Адам. Қоғам. Кукык,38,29,9,0,0,45
,Оңтүстік Қазақстан педагогикалық университеті,Құқықтану,Дүниежүзі тарихы,Адам. Қоғам. Кукык,38,29,9,0,0,45
,Құрманғазы атындағы Қазақ ұлттық консерваториясы,құрамы,шығармашылық емтихан,шығармашылық емтихан,7,5,2,0,0,45
,Қазақ ұлттық өнер университеті,құрамы,шығармашылық емтихан,шығармашылық емтихан,7,5,2,0,0,45
,Ақтөбе өңірлік мемлекеттік университеті im.K.Zhubanova,құрылыс,математика,физика,670,383,127,0,120,45
,Ақтөбе университеті. С. Baisheva,құрылыс,математика,физика,670,383,127,0,120,45
,Х Досмұхамедов атындағы Атырау мемлекеттік университеті,құрылыс,математика,физика,670,383,127,0,120,45
,Атырау мұнай және газ университеті,құрылыс,математика,физика,670,383,127,0,120,45
,Д.Серікбаев атындағы Шығыс Қазақстан мемлекеттік техникалық университеті,құрылыс,математика,физика,670,383,127,0,120,45
,Мемлекеттік университеті Семей қаласының Шәкәрім атындағы атындағы,құрылыс,математика,физика,670,383,127,0,120,45
,Гуманитарлық-техникалық институты «Ақмешіт»,құрылыс,математика,физика,670,383,127,0,120,45
,Ө.А.Байқоңыров атындағы Жезқазған университеті,құрылыс,математика,физика,670,383,127,0,120,45
,Хан Жәңгір атындағы Батыс Қазақстан аграрлық-техникалық университеті,құрылыс,математика,физика,670,383,127,0,120,45
,Батыс Қазақстан инновациялық және технология университеті,құрылыс,математика,физика,670,383,127,0,120,45
,Инновациялық Еуразия университеті,құрылыс,математика,физика,670,383,127,0,120,45
,Қазақ автокөлік-жол академиясы L.Goncharova атындағы,құрылыс,математика,физика,670,383,127,0,120,45
,Көлік және М.Тынышпаев атындағы коммуникациялар академиясы,құрылыс,математика,физика,670,383,127,0,120,45
,Қ.И. Сәтбаев атындағы Қазақ ұлттық техникалық зерттеу университетіне,құрылыс,математика,физика,670,383,127,0,120,45
,Қазақ-Орыс Халықаралық университеті,құрылыс,математика,физика,670,383,127,0,120,45
,Қазақстан инжиниринг және Халықтар достығы педагогикалық университеті,құрылыс,математика,физика,670,383,127,0,120,45
,Қарағанды ​​мемлекеттік техникалық университеті,құрылыс,математика,физика,670,383,127,0,120,45
,Каспий қоғамдық супермаркет,құрылыс,математика,физика,670,383,127,0,120,45
,Ш.Уәлиханов атындағы Көкшетау мемлекеттік университеті,құрылыс,математика,физика,670,383,127,0,120,0
,Қызылорда мемлекеттік университеті Қорқыт Ата атындағы,құрылыс,математика,физика,670,383,127,0,120,0
,Халықаралық білім беру корпорациясы,құрылыс,математика,физика,670,383,127,0,120,0
,С. Торайғыров атындағы Павлодар мемлекеттік университеті,құрылыс,математика,физика,670,383,127,0,120,0
,Рудный индустриалдық институты,құрылыс,математика,физика,670,383,127,0,120,0
,М.Дулатов атындағы Тараз мемлекеттік университеті,құрылыс,математика,физика,670,383,127,0,120,0
,Теміртау,құрылыс,математика,физика,670,383,127,0,120,0
,Университеті «Астана»,құрылыс,математика,физика,670,383,127,0,120,0
,«Болашақ» университетінің,құрылыс,математика,физика,670,383,127,0,120,0
,Орта-Азиялық Университеті,құрылыс,математика,физика,670,383,127,0,120,0
,М.Әуезов атындағы Оңтүстік Қазақстан мемлекеттік университеті,құрылыс,математика,физика,670,383,127,0,120,0
,Алматы менеджмент университеті,Логистика (салалық),математика,география,220,165,55,0,0,0
,Көлік және М.Тынышпаев атындағы коммуникациялар академиясы,Логистика (салалық),математика,география,220,165,55,0,0,0
,Еңбек және әлеуметтік қатынастар қазақ академиясы,Логистика (салалық),математика,география,220,165,55,0,0,0
,Қазақ ұлттық аграрлық университеті,Логистика (салалық),математика,география,220,165,55,0,0,0
,Әл-Фараби атындағы Қазақ ұлттық университеті,Логистика (салалық),математика,география,220,165,55,0,0,0
,Қазақ Көлік университеті,Логистика (салалық),математика,география,220,165,55,0,0,0
,Қазақ-неміс университеті,Логистика (салалық),математика,география,220,165,55,0,0,0
,Қарағанды ​​мемлекеттік техникалық университеті,Логистика (салалық),математика,география,220,165,55,0,0,0
,Қарағанды ​​мемлекеттік университеті,Логистика (салалық),математика,география,220,165,55,0,0,0
,Қазтұтынуодағы Қарағанды ​​экономикалық университетінің,Логистика (салалық),математика,география,220,165,55,0,0,0
,Қостанай инженерлік-экономикалық университеті im.M.Dulatova,Логистика (салалық),математика,география,220,165,55,0,0,0
,«Тұран» университетінің,Логистика (салалық),математика,география,220,165,55,0,0,0
,Орта-Азиялық Университеті,Логистика (салалық),математика,география,220,165,55,0,0,0
,Алматы технологиялық университеті,мал шаруашылығы өнімдері,биология,химия,250,169,56,0,19,0
,Х Досмұхамедов атындағы Атырау мемлекеттік университеті,мал шаруашылығы өнімдері,биология,химия,250,169,56,0,19,0
,Мемлекеттік университеті Семей қаласының Шәкәрім атындағы атындағы,мал шаруашылығы өнімдері,биология,химия,250,169,56,0,19,0
,Хан Жәңгір атындағы Батыс Қазақстан аграрлық-техникалық университеті,мал шаруашылығы өнімдері,биология,химия,250,169,56,0,19,0
,Инновациялық Еуразия университеті,мал шаруашылығы өнімдері,биология,химия,250,169,56,0,19,0
,С.Сейфуллин атындағы Қазақ агротехникалық университеті,мал шаруашылығы өнімдері,биология,химия,250,169,56,0,19,0
,Қазақ ұлттық аграрлық университеті,мал шаруашылығы өнімдері,биология,химия,250,169,56,0,19,0
,Ш.Уәлиханов атындағы Көкшетау мемлекеттік университеті,мал шаруашылығы өнімдері,биология,химия,250,169,56,0,19,0
,А.Байтұрсынов атындағы Қостанай мемлекеттік университеті,мал шаруашылығы өнімдері,биология,химия,250,169,56,0,19,0
,Қызылорда мемлекеттік университеті Қорқыт Ата атындағы,мал шаруашылығы өнімдері,биология,химия,250,169,56,0,19,0
,HA Яссауи атындағы Халықаралық қазақ-түрік университеті,мал шаруашылығы өнімдері,биология,химия,250,169,56,0,19,25
,С. Торайғыров атындағы Павлодар мемлекеттік университеті,мал шаруашылығы өнімдері,биология,химия,250,169,56,0,19,25
,М.Әуезов атындағы Оңтүстік Қазақстан мемлекеттік университеті,мал шаруашылығы өнімдері,биология,химия,250,169,56,0,19,25
,Ақтөбе өңірлік мемлекеттік университеті im.K.Zhubanova,маркетинг,математика,география,105,79,26,0,0,25
,Экономика және статистика Алматы академиясы,маркетинг,математика,география,105,79,26,0,0,25
,Алматы менеджмент университеті,маркетинг,математика,география,105,79,26,0,0,25
,Атырау мұнай және газ университеті,маркетинг,математика,география,105,79,26,0,0,25
,Д.Серікбаев атындағы Шығыс Қазақстан мемлекеттік техникалық университеті,маркетинг,математика,география,105,79,26,0,0,25
,Гуманитарлық-техникалық академиясы,маркетинг,математика,география,105,79,26,0,0,25
,І.Жансүгіров атындағы Жетісу мемлекеттік университеті,маркетинг,математика,география,105,79,26,0,0,25
,Хан Жәңгір атындағы Батыс Қазақстан аграрлық-техникалық университеті,маркетинг,математика,география,105,79,26,0,0,25
,М.Өтемісов атындағы Батыс-Қазақстан мемлекеттік университеті,маркетинг,математика,география,105,79,26,0,0,25
,Қазақ автокөлік-жол академиясы L.Goncharova атындағы,маркетинг,математика,география,105,79,26,0,0,25
,Еңбек және әлеуметтік қатынастар қазақ академиясы,маркетинг,математика,география,105,79,26,0,0,25
,С.Сейфуллин атындағы Қазақ агротехникалық университеті,маркетинг,математика,география,105,79,26,0,0,25
,Қазақ ұлттық аграрлық университеті,маркетинг,математика,география,105,79,26,0,0,25
,Абай атындағы Қазақ ұлттық педагогикалық университеті,маркетинг,математика,география,105,79,26,0,0,25
,Әл-Фараби атындағы Қазақ ұлттық университеті,маркетинг,математика,география,105,79,26,0,0,25
,Халықаралық қатынастар және Абылай хан атындағы әлем тілдері университеті,маркетинг,математика,география,105,79,26,0,0,25
,"Экономика, қаржы және халықаралық сауда университеті",маркетинг,математика,география,105,79,26,0,0,25
,Қазақ-Орыс Халықаралық университеті,маркетинг,математика,география,105,79,26,0,0,25
,Қазақстан инженерлік-технологиялық университеті,маркетинг,математика,география,105,79,26,0,0,25
,КИМЭП университеті,маркетинг,математика,география,105,79,26,0,0,25
,Қазақ-неміс университеті,маркетинг,математика,география,105,79,26,0,0,25
,Қарағанды ​​мемлекеттік техникалық университеті,маркетинг,математика,география,105,79,26,0,0,25
,Қарағанды ​​мемлекеттік университеті,маркетинг,математика,география,105,79,26,0,0,25
,Қазтұтынуодағы Қарағанды ​​экономикалық университетінің,маркетинг,математика,география,105,79,26,0,0,25
,Каспий қоғамдық супермаркет,маркетинг,математика,география,105,79,26,0,0,25
,Ш.Уәлиханов атындағы Көкшетау мемлекеттік университеті,маркетинг,математика,география,105,79,26,0,0,25
,А.Байтұрсынов атындағы Қостанай мемлекеттік университеті,маркетинг,математика,география,105,79,26,0,0,25
,HA Яссауи атындағы Халықаралық қазақ-түрік университеті,маркетинг,математика,география,105,79,26,0,0,25
,С. Торайғыров атындағы Павлодар мемлекеттік университеті,маркетинг,математика,география,105,79,26,0,0,25
,Университеті «Нархоз»,маркетинг,математика,география,105,79,26,0,0,25
,«Тұран» университетінің,маркетинг,математика,география,105,79,26,0,0,25
,Сүлейман Демирел университетінің атауы,маркетинг,математика,география,105,79,26,0,0,25
,Шет тілдер және іскерлік карьера университеті,маркетинг,математика,география,105,79,26,0,0,25
,Халықаралық бизнес университеті,маркетинг,математика,география,105,79,26,0,0,25
,Орта-Азиялық Университеті,маркетинг,математика,география,105,79,26,0,0,25
,М.Әуезов атындағы Оңтүстік Қазақстан мемлекеттік университеті,маркетинг,математика,география,105,79,26,0,0,25
,Ақтөбе өңірлік мемлекеттік университеті im.K.Zhubanova,математика,математика,физика,490,300,100,0,68,25
,Алтынсарин атындағы Арқалық мемлекеттік педагогикалық институты,математика,математика,физика,490,300,100,0,68,0
,Х Досмұхамедов атындағы Атырау мемлекеттік университеті,математика,математика,физика,490,300,100,0,68,0
,С.Аманжолов атындағы Шығыс Қазақстан мемлекеттік университеті,математика,математика,физика,490,300,100,0,68,0
,Мемлекеттік университеті Семей қаласының Шәкәрім атындағы атындағы,математика,математика,физика,490,300,100,0,68,0
,Ө.А.Байқоңыров атындағы Жезқазған университеті,математика,математика,физика,490,300,100,0,68,0
,І.Жансүгіров атындағы Жетісу мемлекеттік университеті,математика,математика,физика,490,300,100,0,68,0
,М.Өтемісов атындағы Батыс-Қазақстан мемлекеттік университеті,математика,математика,физика,490,300,100,0,68,0
,Инновациялық Еуразия университеті,математика,математика,физика,490,300,100,0,68,0
,Абай атындағы Қазақ ұлттық педагогикалық университеті,математика,математика,физика,490,300,100,0,68,0
,Қазақстан инжиниринг және Халықтар достығы педагогикалық университеті,математика,математика,физика,490,300,100,0,68,0
,Қарағанды ​​мемлекеттік университеті,математика,математика,физика,490,300,100,0,68,0
,Ш.Уәлиханов атындағы Көкшетау мемлекеттік университеті,математика,математика,физика,490,300,100,0,68,5
,Қостанай мемлекеттік педагогикалық институты,математика,математика,физика,490,300,100,0,68,5
,Қызылорда мемлекеттік университеті Қорқыт Ата атындағы,математика,математика,физика,490,300,100,0,68,5
,Халықаралық гуманитарлық-техникалық университеті,математика,математика,физика,490,300,100,0,68,5
,HA Яссауи атындағы Халықаралық қазақ-түрік университеті,математика,математика,физика,490,300,100,0,68,5
,Павлодар мемлекеттік педагогикалық институты,математика,математика,физика,490,300,100,0,68,5
,С. Торайғыров атындағы Павлодар мемлекеттік университеті,математика,математика,физика,490,300,100,0,68,5
,Аймақтық әлеуметтік-инновациялық университеті,математика,математика,физика,490,300,100,0,68,5
,М.Қозыбаев атындағы Солтүстік Қазақстан мемлекеттік университеті,математика,математика,физика,490,300,100,0,68,5
,Тараз мемлекеттік педагогикалық университеті,математика,математика,физика,490,300,100,0,68,5
,«Болашақ» университетінің,математика,математика,физика,490,300,100,0,68,5
,Университеті «Сырдария»,математика,математика,физика,490,300,100,0,68,5
,Сүлейман Демирел университетінің атауы,математика,математика,физика,490,300,100,0,68,5
,Шымкент университеті,математика,математика,физика,490,300,100,0,68,5
,Оңтүстік Қазақстан мемлекеттік педагогикалық институты,математика,математика,физика,490,300,100,0,68,5
,М.Әуезов атындағы Оңтүстік Қазақстан мемлекеттік университеті,математика,математика,физика,490,300,100,0,68,5
,Оңтүстік Қазақстан педагогикалық университеті,математика,математика,физика,490,300,100,0,68,5
,С.Аманжолов атындағы Шығыс Қазақстан мемлекеттік университеті,математика,математика,физика,370,278,92,0,0,5
,Инновациялық Еуразия университеті,математика,математика,физика,370,278,92,0,0,5
,Абай атындағы Қазақ ұлттық педагогикалық университеті,математика,математика,физика,370,278,92,0,0,5
,Әл-Фараби атындағы Қазақ ұлттық университеті,математика,математика,физика,370,278,92,0,0,5
,А.Байтұрсынов атындағы Қостанай мемлекеттік университеті,математика,математика,физика,370,278,92,0,0,5
,С. Торайғыров атындағы Павлодар мемлекеттік университеті,математика,математика,физика,370,278,92,0,0,5
,Аймақтық әлеуметтік-инновациялық университеті,математика,математика,физика,370,278,92,0,0,5
,Тараз инновациялық-гуманитарлық университеті,математика,математика,физика,370,278,92,0,0,5
,Сүлейман Демирел университетінің атауы,математика,математика,физика,370,278,92,0,0,5
,М.Әуезов атындағы Оңтүстік Қазақстан мемлекеттік университеті,математика,математика,физика,370,278,92,0,0,5
,Қарағанды ​​мемлекеттік университеті,Математика-Информатика,математика,физика,235,176,59,0,0,5
,Ақтөбе өңірлік мемлекеттік университеті im.K.Zhubanova,Математикалық және компьютерлік модельдеу,математика,физика,520,380,130,0,0,5
,Д.Серікбаев атындағы Шығыс Қазақстан мемлекеттік техникалық университеті,Математикалық және компьютерлік модельдеу,математика,физика,520,380,130,0,0,5
,Әл-Фараби атындағы Қазақ ұлттық университеті,Математикалық және компьютерлік модельдеу,математика,физика,520,380,130,0,0,5
,Қазақ-Британ техникалық университеті,Математикалық және компьютерлік модельдеу,математика,физика,520,380,130,0,0,5
,Қарағанды ​​мемлекеттік техникалық университеті,Математикалық және компьютерлік модельдеу,математика,физика,520,380,130,0,0,5
,Қарағанды ​​мемлекеттік университеті,Математикалық және компьютерлік модельдеу,математика,физика,520,380,130,0,0,5
,Халықаралық ақпараттық технологиялар университеті,Математикалық және компьютерлік модельдеу,математика,физика,520,380,130,0,0,5
,М.Әуезов атындағы Оңтүстік Қазақстан мемлекеттік университеті,Математикалық және компьютерлік модельдеу,математика,физика,520,380,130,0,0,5
,Қ.И. Сәтбаев атындағы Қазақ ұлттық техникалық зерттеу университетіне,Материалдар өңдеу технологиясы қысым,математика,физика,80,60,20,0,0,5
,Д.Серікбаев атындағы Шығыс Қазақстан мемлекеттік техникалық университеті,"материалдарды, бұйымдарын және конструкцияларын құрылыс өндірісі",математика,физика,340,255,85,0,0,0
,Мемлекеттік университеті Семей қаласының Шәкәрім атындағы атындағы,"материалдарды, бұйымдарын және конструкцияларын құрылыс өндірісі",математика,физика,340,255,85,0,0,0
,Хан Жәңгір атындағы Батыс Қазақстан аграрлық-техникалық университеті,"материалдарды, бұйымдарын және конструкцияларын құрылыс өндірісі",математика,физика,340,255,85,0,0,0
,Қазақ автокөлік-жол академиясы L.Goncharova атындағы,"материалдарды, бұйымдарын және конструкцияларын құрылыс өндірісі",математика,физика,340,255,85,0,0,0
,Қ.И. Сәтбаев атындағы Қазақ ұлттық техникалық зерттеу университетіне,"материалдарды, бұйымдарын және конструкцияларын құрылыс өндірісі",математика,физика,340,255,85,0,0,0
,Инновациялық Қазақстан университеті және телекоммуникациялық жүйелер,"материалдарды, бұйымдарын және конструкцияларын құрылыс өндірісі",математика,физика,340,255,85,0,0,0
,Қарағанды ​​мемлекеттік техникалық университеті,"материалдарды, бұйымдарын және конструкцияларын құрылыс өндірісі",математика,физика,340,255,85,0,0,0
,Қызылорда мемлекеттік университеті Қорқыт Ата атындағы,"материалдарды, бұйымдарын және конструкцияларын құрылыс өндірісі",математика,физика,340,255,85,0,0,0
,Халықаралық білім беру корпорациясы,"материалдарды, бұйымдарын және конструкцияларын құрылыс өндірісі",математика,физика,340,255,85,0,0,0
,С. Торайғыров атындағы Павлодар мемлекеттік университеті,"материалдарды, бұйымдарын және конструкцияларын құрылыс өндірісі",математика,физика,340,255,85,0,0,0
,Рудный индустриалдық институты,"материалдарды, бұйымдарын және конструкцияларын құрылыс өндірісі",математика,физика,340,255,85,0,0,0
,М.Дулатов атындағы Тараз мемлекеттік университеті,"материалдарды, бұйымдарын және конструкцияларын құрылыс өндірісі",математика,физика,340,255,85,0,0,0
,М.Әуезов атындағы Оңтүстік Қазақстан мемлекеттік университеті,"материалдарды, бұйымдарын және конструкцияларын құрылыс өндірісі",математика,физика,340,255,85,0,0,0
,Гуманитарлық-техникалық институты «Ақмешіт»,Мәдени-тынығу жұмысы,шығармашылық емтихан,шығармашылық емтихан,140,105,35,0,0,0
,І.Жансүгіров атындағы Жетісу мемлекеттік университеті,Мәдени-тынығу жұмысы,шығармашылық емтихан,шығармашылық емтихан,140,105,35,0,0,0
,М.Өтемісов атындағы Батыс-Қазақстан мемлекеттік университеті,Мәдени-тынығу жұмысы,шығармашылық емтихан,шығармашылық емтихан,140,105,35,0,0,0
,Батыс Қазақстан инновациялық және технология университеті,Мәдени-тынығу жұмысы,шығармашылық емтихан,шығармашылық емтихан,140,105,35,0,0,0
,Еңбек және әлеуметтік қатынастар қазақ академиясы,Мәдени-тынығу жұмысы,шығармашылық емтихан,шығармашылық емтихан,140,105,35,0,0,0
,Қазақ мемлекеттік қыздар педагогикалық университеті,Мәдени-тынығу жұмысы,шығармашылық емтихан,шығармашылық емтихан,140,105,35,0,0,0
,Қарағанды ​​мемлекеттік университеті,Мәдени-тынығу жұмысы,шығармашылық емтихан,шығармашылық емтихан,140,105,35,0,0,0
,А. Мырзахметова атындағы Көкшетау университеті,Мәдени-тынығу жұмысы,шығармашылық емтихан,шығармашылық емтихан,140,105,35,0,0,0
,Қостанай инженерлік-экономикалық университеті im.M.Dulatova,Мәдени-тынығу жұмысы,шығармашылық емтихан,шығармашылық емтихан,140,105,35,0,0,0
,Тараз мемлекеттік педагогикалық университеті,Мәдени-тынығу жұмысы,шығармашылық емтихан,шығармашылық емтихан,140,105,35,0,0,0
,М.Дулатов атындағы Тараз мемлекеттік университеті,Мәдени-тынығу жұмысы,шығармашылық емтихан,шығармашылық емтихан,140,105,35,0,0,0
,М.Әуезов атындағы Оңтүстік Қазақстан мемлекеттік университеті,Мәдени-тынығу жұмысы,шығармашылық емтихан,шығармашылық емтихан,140,105,35,0,0,12
,Әл-Фараби атындағы Қазақ ұлттық университеті,мәдениеттану,Шетел тілі,Дүниежүзі тарихы,18,14,4,0,0,12
,Қазақ ұлттық өнер университеті,мәдениеттану,Шетел тілі,Дүниежүзі тарихы,18,14,4,0,0,12
,Қарағанды ​​мемлекеттік университеті,мәдениеттану,Шетел тілі,Дүниежүзі тарихы,18,14,4,0,0,12
,С. Торайғыров атындағы Павлодар мемлекеттік университеті,мәдениеттану,Шетел тілі,Дүниежүзі тарихы,18,14,4,0,0,12
,М. Оспанов атындағы Батыс Қазақстан мемлекеттік медицина университеті,Медициналық-профилактикалық іс,биология,химия,70,50,22,0,0,12
,Әл-Фараби атындағы Қазақ ұлттық университеті,Медициналық-профилактикалық іс,биология,химия,70,50,22,0,0,12
,М. Оспанов атындағы Батыс Қазақстан мемлекеттік медицина университеті,Мейірбике ісі,биология,химия,30,23,7,0,0,12
,Қазақстан-Ресей медицина университеті,Мейірбике ісі,биология,химия,30,23,7,0,0,12
,Каспий қоғамдық супермаркет,Мейірбике ісі,биология,химия,30,23,7,0,0,12
,Алматы технологиялық университеті,Мейрамхана ісі және қонақ үй бизнесі,география,Шетел тілі,330,180,60,0,68,12
,Алматы менеджмент университеті,Мейрамхана ісі және қонақ үй бизнесі,география,Шетел тілі,330,180,60,0,68,12
,Спорт және туризм академиясы,Мейрамхана ісі және қонақ үй бизнесі,география,Шетел тілі,330,180,60,0,68,12
,Халықаралық қатынастар және Абылай хан атындағы әлем тілдері университеті,Мейрамхана ісі және қонақ үй бизнесі,география,Шетел тілі,330,180,60,0,68,12
,Технология және бизнес университеті,Мейрамхана ісі және қонақ үй бизнесі,география,Шетел тілі,330,180,60,0,68,12
,Қарағанды ​​мемлекеттік университеті,Мейрамхана ісі және қонақ үй бизнесі,география,Шетел тілі,330,180,60,0,68,12
,Ш.Уәлиханов атындағы Көкшетау мемлекеттік университеті,Мейрамхана ісі және қонақ үй бизнесі,география,Шетел тілі,330,180,60,0,68,12
,М.Дулатов атындағы Тараз мемлекеттік университеті,Мейрамхана ісі және қонақ үй бизнесі,география,Шетел тілі,330,180,60,0,68,12
,Университеті «Нархоз»,Мейрамхана ісі және қонақ үй бизнесі,география,Шетел тілі,330,180,60,0,68,19
,«Тұран» университетінің,Мейрамхана ісі және қонақ үй бизнесі,география,Шетел тілі,330,180,60,0,68,19
,Ақтөбе өңірлік мемлекеттік университеті im.K.Zhubanova,Мектепке дейінгі оқыту және тәрбиелеу,биология,география,390,154,51,0,139,19
,Ақтөбе университеті. С. Baisheva,Мектепке дейінгі оқыту және тәрбиелеу,биология,география,390,154,51,0,139,19
,Алтынсарин атындағы Арқалық мемлекеттік педагогикалық институты,Мектепке дейінгі оқыту және тәрбиелеу,биология,география,390,154,51,0,139,19
,Х Досмұхамедов атындағы Атырау мемлекеттік университеті,Мектепке дейінгі оқыту және тәрбиелеу,биология,география,390,154,51,0,139,19
,С.Аманжолов атындағы Шығыс Қазақстан мемлекеттік университеті,Мектепке дейінгі оқыту және тәрбиелеу,биология,география,390,154,51,0,139,19
,Мемлекеттік университеті Семей қаласының Шәкәрім атындағы атындағы,Мектепке дейінгі оқыту және тәрбиелеу,биология,география,390,154,51,0,139,19
,Еуразия гуманитарлық институты,Мектепке дейінгі оқыту және тәрбиелеу,биология,география,390,154,51,0,139,19
,Ө.А.Байқоңыров атындағы Жезқазған университеті,Мектепке дейінгі оқыту және тәрбиелеу,биология,география,390,154,51,0,139,19
,І.Жансүгіров атындағы Жетісу мемлекеттік университеті,Мектепке дейінгі оқыту және тәрбиелеу,биология,география,390,154,51,0,139,19
,М.Өтемісов атындағы Батыс-Қазақстан мемлекеттік университеті,Мектепке дейінгі оқыту және тәрбиелеу,биология,география,390,154,51,0,139,19
,Батыс Қазақстан инновациялық және технология университеті,Мектепке дейінгі оқыту және тәрбиелеу,биология,география,390,154,51,0,139,19
,Қазақ мемлекеттік қыздар педагогикалық университеті,Мектепке дейінгі оқыту және тәрбиелеу,биология,география,390,154,51,0,139,19
,Абай атындағы Қазақ ұлттық педагогикалық университеті,Мектепке дейінгі оқыту және тәрбиелеу,биология,география,390,154,51,0,139,19
,Қазақстан инжиниринг және Халықтар достығы педагогикалық университеті,Мектепке дейінгі оқыту және тәрбиелеу,биология,география,390,154,51,0,139,19
,Қарағанды ​​мемлекеттік университеті,Мектепке дейінгі оқыту және тәрбиелеу,биология,география,390,154,51,0,139,0
,Қарағанды ​​«Болашақ» университетінің,Мектепке дейінгі оқыту және тәрбиелеу,биология,география,390,154,51,0,139,0
,Ш.Уәлиханов атындағы Көкшетау мемлекеттік университеті,Мектепке дейінгі оқыту және тәрбиелеу,биология,география,390,154,51,0,139,0
,А. Мырзахметова атындағы Көкшетау университеті,Мектепке дейінгі оқыту және тәрбиелеу,биология,география,390,154,51,0,139,0
,Қостанай мемлекеттік педагогикалық институты,Мектепке дейінгі оқыту және тәрбиелеу,биология,география,390,154,51,0,139,0
,Қызылорда мемлекеттік университеті Қорқыт Ата атындағы,Мектепке дейінгі оқыту және тәрбиелеу,биология,география,390,154,51,0,139,0
,Маңғыстау гуманитарлық-техникалық университеті,Мектепке дейінгі оқыту және тәрбиелеу,биология,география,390,154,51,0,139,0
